City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
458,Aden,YE,12.7794,45.0367,83.44,73,28,14.58,scattered clouds
459,Diego De Almagro,CL,-26.3667,-70.05,76.06,22,0,10.13,clear sky
460,Gat,IL,31.61,34.7642,67.82,100,100,4.85,overcast clouds
461,Pandan,PH,14.0453,124.1694,77.49,83,15,6.71,few clouds
462,Cayenne,GF,4.9333,-52.3333,77.04,1,100,3.44,overcast clouds
463,Qaqortoq,GL,60.7167,-46.0333,39.11,52,100,5.3,overcast clouds
464,Taunggyi,MM,20.7833,97.0333,64.47,69,14,3.53,few clouds
465,Faanui,PF,-16.4833,-151.75,80.56,75,21,10.25,light rain
466,Garowe,SO,8.4054,48.4845,81.66,60,0,8.37,light rain
467,Shingu,JP,33.7333,135.9833,54.25,67,97,5.88,overcast clouds
468,Raga,SS,8.4596,25.678,83.1,52,100,9.31,overcast clouds
469,Alta Floresta,BR,-9.8756,-56.0861,87.62,66,40,9.22,scattered clouds
470,Vardo,NO,70.3705,31.1107,39.18,81,75,18.41,broken clouds
471,Pau Dos Ferros,BR,-6.1125,-38.2063,83.89,68,82,1.19,broken clouds
472,Vila Velha,BR,-20.3297,-40.2925,80.55,62,20,17.27,few clouds
473,Fare,PF,-16.7,-151.0167,80.74,74,10,9.89,clear sky
474,Brooks,CA,50.5834,-111.8851,48.18,29,100,12.66,overcast clouds
475,Paraiso,CR,9.8383,-83.8656,80.96,64,100,3.53,overcast clouds
476,Ngunguru,NZ,-35.6167,174.5,67.32,95,65,16.44,light rain
477,Vysokogornyy,RU,50.1167,139.15,15.84,97,61,2.37,broken clouds
478,Waipawa,NZ,-41.4122,175.5153,52.45,94,12,5.79,few clouds
479,Anshun,CN,26.25,105.9333,47.28,83,100,8.39,overcast clouds
480,Banjar,ID,-8.19,114.9675,77.52,88,100,1.95,light rain
481,Gigmoto,PH,13.7796,124.39,77.25,84,34,5.88,scattered clouds
482,Saint-Pierre,RE,-21.3393,55.4781,77.29,84,40,4.61,scattered clouds
483,Kharod,IN,21.75,82.5667,89.37,15,25,8.14,scattered clouds
484,Mahebourg,MU,-20.4081,57.7,79.25,94,40,10.36,scattered clouds
485,Muriwai Beach,NZ,-36.8167,174.45,66.34,96,100,13.87,light rain
486,Izhma,RU,65.0083,53.9113,32.74,95,100,4.59,overcast clouds
487,Rosetta,EG,31.4044,30.4164,63.07,78,100,9.86,overcast clouds
488,Skibbereen,IE,51.55,-9.2667,46.11,71,39,13.04,scattered clouds
489,Klaksvik,FO,62.2266,-6.589,45.52,85,8,23.78,light rain
490,Lae,PG,-6.7221,146.9847,76.26,92,100,6.2,heavy intensity rain
491,Zhanakorgan,KZ,43.9098,67.2495,72.61,37,100,13.09,overcast clouds
492,Flinders,AU,-34.5833,150.8552,68.38,82,100,4.0,overcast clouds
493,Atambua,ID,-9.1061,124.8925,73.35,89,98,3.89,overcast clouds
494,Ketchikan,US,55.3422,-131.6461,50.47,32,0,11.5,clear sky
495,Sujiatun,CN,41.6592,123.3392,46.58,46,0,6.71,clear sky
496,Naze,JP,28.3667,129.4833,61.72,83,100,9.13,light rain
497,Maunabo,PR,18.0072,-65.8993,87.48,73,72,15.7,broken clouds
498,Bagdarin,RU,54.4333,113.6,39.92,69,100,11.14,overcast clouds
499,Boende,CD,-0.2167,20.8667,72.52,98,100,3.56,light rain
500,Okha,RU,53.5739,142.9478,23.34,91,22,10.58,few clouds
501,College,US,64.8569,-147.8028,36.09,37,0,9.22,clear sky
502,Brantford,CA,43.1334,-80.2664,44.28,61,100,15.14,overcast clouds
503,Port-Cartier,CA,50.0334,-66.8654,37.62,56,4,3.71,clear sky
504,Tashtyp,RU,52.7939,89.8983,49.95,63,100,3.18,overcast clouds
505,Batesville,US,35.7698,-91.641,60.62,50,0,5.75,clear sky
506,Kargasok,RU,59.0556,80.8572,27.99,79,80,6.89,broken clouds
507,Saint-Gaudens,FR,43.0833,0.6667,55.02,83,100,2.35,overcast clouds
508,Susuman,RU,62.7833,148.1667,-0.87,100,100,1.74,overcast clouds
509,Almeirim,BR,-1.5233,-52.5817,84.43,74,77,1.81,broken clouds
510,La Massana,AD,42.5667,1.4833,50.31,91,97,2.13,overcast clouds
511,Itaituba,BR,-4.2761,-55.9836,86.16,79,40,0.0,scattered clouds
512,Maragogi,BR,-9.0122,-35.2225,80.98,78,80,7.87,broken clouds
513,Kudahuvadhoo,MV,2.6708,72.8944,83.73,69,72,5.17,broken clouds
514,Mayumba,GA,-3.432,10.6554,78.69,90,100,3.98,overcast clouds
515,Novo Oriente,BR,-5.5344,-40.7742,82.09,66,100,1.79,overcast clouds
516,Gallup,US,35.5281,-108.7426,75.04,6,0,12.66,clear sky
517,Shimanovsk,RU,52.0,127.7,33.96,92,100,6.33,overcast clouds
518,Mersing,MY,2.4312,103.8405,78.71,94,20,4.61,few clouds
519,Bolondron,CU,22.7633,-81.4469,84.4,41,50,16.53,scattered clouds
520,Pangnirtung,CA,66.1451,-65.7125,-4.0,71,75,12.66,broken clouds
521,Paka,MY,4.6374,103.4368,80.53,94,100,0.0,overcast clouds
522,Atasu,KZ,48.6814,71.6433,51.66,61,67,23.44,broken clouds
523,Axim,GH,4.8699,-2.2405,78.75,82,100,4.74,overcast clouds
524,Ossora,RU,59.2353,163.0719,20.64,84,100,5.19,overcast clouds
525,Hambantota,LK,6.1241,81.1185,79.14,100,58,2.3,broken clouds
526,Dembi Dolo,ET,8.5333,34.8,61.63,87,25,4.88,light rain
527,Karratha,AU,-20.7377,116.8463,83.17,40,0,15.14,clear sky
528,Faro,PT,37.0194,-7.9322,74.98,53,0,16.11,clear sky
529,Santiago,CL,-33.4569,-70.6483,78.28,37,0,12.66,clear sky
530,Villa Carlos Paz,AR,-31.4241,-64.4978,75.4,30,0,11.01,clear sky
531,Myaundzha,RU,63.0494,147.1858,-0.58,100,98,2.19,overcast clouds
532,Lavrentiya,RU,65.5833,-171.0,28.56,91,100,8.41,overcast clouds
533,Yulara,AU,-25.2406,130.9889,58.84,67,10,4.61,clear sky
534,La Palma,US,33.8464,-118.0467,80.82,61,75,5.01,broken clouds
535,Marienburg,PL,54.0359,19.0266,43.57,70,100,8.39,overcast clouds
536,Barranca,PE,-10.75,-77.7667,70.52,72,100,10.74,overcast clouds
537,Rawlins,US,41.7911,-107.2387,57.34,24,0,6.91,clear sky
538,Harbour Breton,CA,47.4833,-55.7983,41.79,67,96,20.07,overcast clouds
539,Jaicos,BR,-7.3592,-41.1378,83.77,65,100,3.38,light rain
540,Cahul,MD,45.9075,28.1944,43.79,44,100,5.57,overcast clouds
541,Terny,UA,50.9833,33.9833,40.46,97,100,9.82,light rain
542,Biak,ID,-0.9131,122.8766,76.39,83,51,0.96,broken clouds
543,Paita,PE,-5.0892,-81.1144,74.28,69,51,15.57,broken clouds
544,Altamira,BR,-3.2033,-52.2064,89.69,62,40,4.61,scattered clouds
545,Mao,ES,39.8885,4.2658,57.76,82,0,4.61,clear sky
546,Moron,AR,-34.6534,-58.6198,73.99,63,31,7.61,scattered clouds
547,Belmonte,BR,-15.8631,-38.8828,77.04,77,100,12.21,overcast clouds
548,Ulaanbaatar,MN,47.9077,106.8832,33.93,44,0,2.24,clear sky
549,Iquique,CL,-20.2208,-70.1431,67.24,67,8,5.84,clear sky
550,Anadyr,RU,64.75,177.4833,30.7,92,75,11.18,light snow
551,Tual,ID,-5.6667,132.75,83.68,71,100,2.71,overcast clouds
552,Krasnaya Gora,RU,52.9995,31.6023,35.06,99,100,6.29,overcast clouds
553,Youghal,IE,51.95,-7.8506,51.1,69,75,8.16,broken clouds
554,The Valley,AI,18.217,-63.0578,84.06,65,40,19.57,scattered clouds
555,Mardin,TR,37.3131,40.7436,62.76,30,99,5.97,overcast clouds
556,Sola,VU,-13.8833,167.55,82.0,76,100,13.49,overcast clouds
557,Inuvik,CA,68.3499,-133.7218,23.86,35,0,5.75,clear sky
558,Bondowoso,ID,-7.9135,113.8214,74.71,92,100,1.05,overcast clouds
559,Rapar,IN,23.5667,70.6333,82.13,57,22,11.99,few clouds
560,Sahuaripa,MX,29.05,-109.2333,98.51,5,2,3.6,clear sky
561,Henties Bay,NA,-22.116,14.2845,65.34,72,57,5.01,broken clouds
562,Pallasovka,RU,50.05,46.8833,56.26,60,100,11.79,light rain
563,Mednogorsk,RU,51.4128,57.595,54.25,57,98,0.85,overcast clouds
564,Airai,TL,-8.9266,125.4092,60.24,87,99,2.46,overcast clouds
565,Jalu,LY,29.0331,21.5482,69.44,40,0,9.26,clear sky
566,Luohe,CN,33.5717,114.0353,50.16,59,100,6.33,overcast clouds
567,Birjand,IR,32.8663,59.2211,50.47,62,40,6.91,scattered clouds
568,Homer,US,59.6425,-151.5483,41.77,67,0,5.75,clear sky
569,Mogadishu,SO,2.0371,45.3438,82.99,81,100,13.8,overcast clouds
570,Alofi,NU,-19.0595,-169.9187,76.89,94,75,2.3,broken clouds
571,Bilibino,RU,68.0546,166.4372,10.44,97,100,1.97,overcast clouds
572,Abha,SA,18.2164,42.5053,71.85,25,20,6.91,few clouds
573,Brae,GB,60.3964,-1.353,45.39,77,95,8.23,overcast clouds
574,Vysokovsk,RU,56.3167,36.55,35.64,76,85,5.06,overcast clouds
575,Srandakan,ID,-7.9386,110.2506,77.07,91,100,3.4,overcast clouds
576,Maldonado,UY,-34.6667,-54.9167,70.99,63,90,6.42,overcast clouds
577,Puksoozero,RU,62.5903,40.6066,32.4,99,100,0.94,overcast clouds
578,Dongning,CN,44.0622,131.1207,39.18,39,4,2.86,clear sky
579,Sarai,RU,53.7458,41.0213,39.7,96,100,10.8,light rain
580,Takoradi,GH,4.8845,-1.7554,79.34,80,100,3.74,overcast clouds
581,Alice Springs,AU,-23.7,133.8833,63.95,55,7,6.91,clear sky
582,Aseri,EE,59.4506,26.8675,35.53,96,40,3.91,scattered clouds
583,Barcelos,PT,41.5388,-8.6151,61.84,70,12,14.54,few clouds
584,Pandamatenga,BW,-18.5278,25.627,67.69,68,65,5.91,broken clouds
585,Malangwa,NP,26.8568,85.5581,81.36,59,0,13.44,clear sky
586,Acapulco,MX,16.8634,-99.8901,84.02,70,0,12.66,clear sky
587,Zhigansk,RU,66.7697,123.3711,28.72,95,100,16.11,overcast clouds
588,Xining,CN,36.6167,101.7667,38.17,52,100,5.08,overcast clouds
589,Batagay,RU,67.6333,134.6333,7.48,89,100,5.79,overcast clouds
590,Yar-Sale,RU,66.8333,70.8333,15.03,91,100,11.07,overcast clouds
591,Kallidaikurichchi,IN,8.6667,77.4833,80.6,81,100,7.49,overcast clouds
592,Hutchinson,US,38.0608,-97.9298,54.03,30,40,8.05,scattered clouds
593,Marystown,CA,47.1666,-55.1483,40.98,69,31,27.72,scattered clouds
594,Santiago Del Estero,AR,-27.7951,-64.2615,79.54,37,0,11.16,clear sky
595,Chandpur,IN,29.15,78.2667,84.97,12,0,3.24,clear sky
596,San Rafael Del Sur,NI,11.8485,-86.4384,90.57,50,100,8.28,overcast clouds
597,Webuye,KE,0.6075,34.7697,64.47,88,81,3.78,light rain
598,Florida,US,28.7505,-82.5001,84.02,61,100,16.11,overcast clouds
599,Sobolevo,RU,54.4299,31.8996,39.47,87,100,12.08,overcast clouds
600,Natal,BR,-5.795,-35.2094,86.65,70,40,14.97,scattered clouds
601,Pangody,RU,65.85,74.4859,24.57,87,100,16.02,overcast clouds
602,Novomyshastovskaya,RU,45.1991,38.5827,64.62,69,100,5.93,overcast clouds
603,Kovdor,RU,67.5662,30.4758,36.25,97,100,4.03,overcast clouds
604,Njombe,TZ,-9.3333,34.7667,57.31,99,54,5.46,broken clouds
605,Westport,US,41.1415,-73.3579,53.42,53,0,13.8,clear sky
606,Dindori,IN,22.95,81.0833,83.34,17,37,1.39,scattered clouds
607,Caravelas,BR,-17.7125,-39.2481,80.28,59,3,10.33,clear sky
608,Maxixe,MZ,-23.8597,35.3472,73.22,94,75,0.0,drizzle
609,Labrea,BR,-7.2586,-64.7981,81.91,88,90,2.04,overcast clouds
610,Salinopolis,BR,-0.6136,-47.3561,82.38,78,100,8.19,overcast clouds
611,Warrnambool,AU,-38.3833,142.4833,56.8,79,100,9.95,moderate rain
612,Garden City,US,42.3256,-83.331,35.85,91,100,4.61,mist
613,Sainte-Suzanne,RE,-20.9061,55.6089,78.98,88,75,9.22,broken clouds
614,Ilebo,CD,-4.3167,20.5833,76.14,81,91,0.94,overcast clouds
615,Tyukhtet,RU,56.5389,89.3011,29.79,78,100,6.26,overcast clouds
616,Adrar,MR,20.5022,-10.0711,87.55,11,4,8.68,clear sky
617,Mayo,US,38.8876,-76.5119,50.04,65,100,16.11,light rain
618,Alyangula,AU,-13.8483,136.4192,73.27,100,40,0.0,scattered clouds
619,Kloulklubed,PW,7.0419,134.2556,77.5,78,100,7.87,overcast clouds
620,Coahuayana,MX,18.7333,-103.6833,89.56,48,100,8.52,overcast clouds
621,Lamu,KE,-2.2717,40.902,82.62,77,100,11.21,overcast clouds
622,Russkoye,UA,45.0167,34.8,43.97,93,95,6.29,overcast clouds
623,Neka,IR,36.6508,53.299,54.91,82,0,2.3,clear sky
624,Kendari,ID,-3.945,122.4989,77.79,90,100,4.32,overcast clouds
625,Roald,NO,62.5833,6.1333,54.52,71,0,1.14,clear sky
626,Farah,AF,32.5,62.5,58.1,56,0,9.48,light rain
627,Inyonga,TZ,-6.7167,32.0667,66.76,85,35,5.41,scattered clouds
628,San Juan De Los Morros,VE,9.9115,-67.3538,86.16,45,95,4.7,overcast clouds
629,Nioro,GM,13.35,-15.75,89.2,29,9,13.15,clear sky
630,Rincon,US,32.296,-81.2354,78.94,67,75,16.11,broken clouds
631,Maneadero,MX,31.7167,-116.5667,66.09,78,10,3.0,clear sky
632,Cabedelo,BR,-6.9811,-34.8339,88.47,70,97,9.62,overcast clouds
633,Zhangjiakou,CN,40.81,114.8794,50.86,27,0,3.94,clear sky
634,Vuktyl,RU,63.8567,57.3094,30.92,95,100,4.7,overcast clouds
635,Thinadhoo,MV,0.5333,72.9333,83.53,70,100,3.87,overcast clouds
636,Mazamari,PE,-11.3258,-74.5308,84.69,56,84,2.44,broken clouds
637,Kentau,KZ,43.5206,68.5094,70.0,38,100,10.4,overcast clouds
638,Urumqi,CN,43.801,87.6005,68.95,8,0,20.13,clear sky
639,Sisimiut,GL,66.9395,-53.6735,14.27,76,100,11.07,light snow
640,Ocampo,MX,21.65,-101.5,81.14,24,0,12.82,clear sky
641,Shenjiamen,CN,29.9576,122.298,55.49,73,100,4.72,overcast clouds
642,San Andres,CO,12.5847,-81.7006,86.02,70,20,8.05,few clouds
643,Benito Juarez,MX,19.385,-99.165,81.0,18,81,3.0,broken clouds
644,Mazatlan,MX,23.2167,-106.4167,78.91,75,67,4.0,broken clouds
645,Kismayo,SO,-0.3582,42.5454,82.53,77,100,8.7,light rain
646,Aasiaat,GL,68.7098,-52.8699,11.55,80,100,12.17,overcast clouds
647,Balikpapan,ID,-1.2675,116.8289,77.99,100,40,3.44,scattered clouds
648,Buenos Aires,AR,-34.6132,-58.3772,73.98,64,20,5.75,few clouds
649,Balkhash,KZ,46.844,74.9804,58.17,32,86,5.1,overcast clouds
650,Darnah,LY,32.767,22.6367,60.57,65,6,18.54,clear sky
651,Hovd,MN,48.0056,91.6419,48.0,22,100,9.19,overcast clouds
652,Kalabo,ZM,-14.97,22.6814,69.78,76,100,4.97,overcast clouds
653,Jiexiu,CN,37.0244,111.9125,51.08,43,0,3.76,clear sky
654,Khasan,RU,42.4308,130.6434,41.04,64,0,1.05,clear sky
655,Bandarbeyla,SO,9.4942,50.8122,81.82,79,1,9.55,clear sky
656,Lombardia,MX,19.15,-102.0333,97.45,10,44,6.49,scattered clouds
657,Asfi,MA,32.2994,-9.2372,63.57,83,53,16.67,broken clouds
658,Carhuamayo,PE,-10.9167,-76.0333,53.74,36,100,10.29,overcast clouds
659,Champerico,GT,14.3,-91.9167,95.54,63,11,12.75,few clouds
660,Castro Verde,PT,37.6983,-8.0858,65.62,62,0,19.22,clear sky
661,Castlemaine,AU,-37.0667,144.2167,56.28,96,100,1.81,light rain
662,Wuwei,CN,37.9281,102.6414,46.63,50,100,12.37,overcast clouds
663,Fortuna Foothills,US,32.6578,-114.4119,92.21,10,0,10.36,clear sky
664,Saint Simons,US,31.1352,-81.3901,78.85,57,40,12.66,scattered clouds
665,Marsh Harbour,BS,26.5412,-77.0636,77.36,75,80,7.76,broken clouds
666,Maloy,NO,61.9353,5.1136,51.53,65,0,7.58,clear sky
667,Santa Maria,BR,-29.6842,-53.8069,76.3,53,40,6.91,scattered clouds
668,Antalaha,MG,-14.9003,50.2788,74.75,88,96,7.7,overcast clouds
669,Hanko,FI,59.8333,22.95,40.14,81,34,1.92,scattered clouds
670,Vikhorevka,RU,56.1201,101.1636,35.19,81,100,9.71,overcast clouds
671,Caluquembe,AO,-13.7833,14.6833,61.43,93,100,3.76,light rain
672,Torbat-E Jam,IR,35.244,60.6225,50.4,71,100,15.32,overcast clouds
673,Skjervoy,NO,70.0311,20.9714,48.2,91,100,7.94,overcast clouds
674,Can,TR,40.0333,27.0524,42.55,98,100,7.38,overcast clouds
675,Sampit,ID,-2.5333,112.95,76.39,91,99,2.17,moderate rain
676,Qingdao,CN,36.0986,120.3719,49.6,71,1,2.24,haze
677,Malkangiri,IN,18.35,81.9,84.92,44,4,2.53,clear sky
678,Wladyslawowo,PL,54.7909,18.4009,45.93,68,100,10.0,overcast clouds
679,Malayal,PH,7.208,121.942,76.8,82,78,2.71,broken clouds
680,Yazd,IR,31.8972,54.3675,62.71,19,0,6.91,clear sky
681,Bagar,IN,28.1874,75.5005,85.55,17,1,8.59,clear sky
682,Sweetwater,US,25.7634,-80.3731,90.0,62,75,8.05,broken clouds
683,Asau,RO,46.4333,26.4,37.96,64,92,3.56,overcast clouds
684,Basco,PH,20.4487,121.9702,77.09,82,51,16.69,broken clouds
685,Barra Do Garcas,BR,-15.89,-52.2567,93.78,38,40,3.44,scattered clouds
686,Vlagtwedde,NL,53.0275,7.1083,59.25,64,0,7.83,clear sky
687,Konya,TR,38.1667,32.5,53.65,40,0,1.95,clear sky
688,Puerto Colombia,CO,10.9878,-74.9547,78.89,76,27,12.26,scattered clouds
