City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
0,Lompoc,US,68.02,clear sky,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
1,Hobyo,SO,83.77,scattered clouds,5.3505,48.5268,Iftin hotel hobyo
2,Chernoyerkovskaya,RU,53.24,broken clouds,45.4331,37.7686,Chernoyerkovskaya
3,Busselton,AU,61.48,overcast clouds,-33.65,115.3333,Observatory Guest House
4,Ushuaia,AR,46.06,broken clouds,-54.8,-68.3,Albatross Hotel
5,Fomboni,KM,83.46,few clouds,-12.28,43.7425,Auberge les abou
6,Dawei,MM,76.69,overcast clouds,14.0833,98.2,Hotel Dawei
7,Hobart,AU,53.26,overcast clouds,-42.8794,147.3294,St Ives Hobart Accommodation Tasmania
8,Hithadhoo,MV,83.46,overcast clouds,-0.6,73.0833,Scoop Guest House
9,Arraial Do Cabo,BR,76.86,scattered clouds,-22.9661,-42.0278,Pousada Porto Praia
10,Mahon,ES,59.56,clear sky,39.8885,4.2658,ARTIEM Capri
11,Nouadhibou,MR,69.78,overcast clouds,20.931,-17.0347,El Medina
13,Mandalgovi,MN,44.53,clear sky,45.7625,106.2708,В.Ганбат
14,Codo,BR,82.42,overcast clouds,-4.4553,-43.8856,Hotel Porto do Sol
16,Hermanus,ZA,61.81,clear sky,-34.4187,19.2345,Misty Waves Boutique Hotel
17,Chachoengsao,TH,82.92,overcast clouds,13.6167,101.4167,บ้านเจ๊น้อยห้วยหิน
18,Butaritari,KI,81.43,scattered clouds,3.0707,172.7902,Isles Sunset Lodge
19,Mataura,NZ,46.63,overcast clouds,-46.1927,168.8643,Ellie's Villa
22,Rikitea,PF,78.39,clear sky,-23.1203,-134.9692,People ThankYou
23,Pierre,US,48.85,clear sky,44.3683,-100.351,Ramkota Hotel
25,Tuatapere,NZ,53.67,overcast clouds,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
26,Katsuura,JP,56.57,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
28,Bathsheba,BB,84.81,scattered clouds,13.2167,-59.5167,Atlantis Hotel
29,Hokitika,NZ,53.13,overcast clouds,-42.7167,170.9667,Beachfront Hotel Hokitika
31,Katherine,AU,73.72,scattered clouds,-14.4667,132.2667,Pine Tree Motel
33,Palmer,US,59.77,broken clouds,42.1584,-72.3287,Wedgewood Motel
36,Tura,IN,70.61,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
38,Avarua,CK,73.45,overcast clouds,-21.2078,-159.775,Paradise Inn
39,Berlevag,NO,42.6,overcast clouds,70.8578,29.0864,Kvitbrakka
40,Osakarovka,KZ,41.41,overcast clouds,50.565,72.5692,Motel' Osakarovka
41,Hilo,US,77.29,heavy intensity rain,19.7297,-155.09,Hilo Hawaiian Hotel
43,San Quintin,MX,67.77,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
45,Ahipara,NZ,65.5,scattered clouds,-35.1667,173.1667,Ahipara Holiday Park
47,Kruisfontein,ZA,60.89,clear sky,-34.0033,24.7314,Oyster Bay House Rental
48,Kuhdasht,IR,60.55,broken clouds,33.535,47.6061,فروشگاه زنبیل
49,Saint-Philippe,RE,78.39,few clouds,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
50,Vanimo,PG,77.72,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
51,Mumford,GH,78.57,overcast clouds,5.2618,-0.759,Spanish Villa
52,Bambous Virieux,MU,79.21,scattered clouds,-20.3428,57.7575,Casa Tia Villa
55,Cockburn Town,TC,82.36,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
57,Salalah,OM,84.29,broken clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
58,Bahar,IR,46.56,clear sky,34.9072,48.4414,هتل ولفجر
59,Atuona,PF,80.04,overcast clouds,-9.8,-139.0333,Villa Enata
60,Pacific Grove,US,63.39,clear sky,36.6177,-121.9166,Lovers Point Inn
61,Mar Del Plata,AR,64.42,scattered clouds,-38.0023,-57.5575,Gran Hotel Mar del Plata
63,Quatre Cocos,MU,79.09,scattered clouds,-20.2078,57.7625,Sunrise Attitude Hotel
64,Ribeira Grande,PT,61.2,broken clouds,38.5167,-28.7,Quinta da Meia Eira
65,Mehamn,NO,40.98,overcast clouds,71.0357,27.8492,Mehamn Arctic Hotel AS
66,Mareeba,AU,68.72,overcast clouds,-17.0,145.4333,Trinity Plains Tourist Park
67,Lorengau,PG,82.36,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
68,Vaini,TO,77.16,broken clouds,-21.2,-175.2,Keleti Beach Resort
69,Port Elizabeth,ZA,63.1,clear sky,-33.918,25.5701,39 On Nile Guest House
70,Kavaratti,IN,84.22,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
71,Port Hedland,AU,82.45,scattered clouds,-20.3167,118.5667,The Esplanade Hotel
73,Puerto Ayora,EC,78.76,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
74,Carnarvon,AU,68.07,few clouds,-24.8667,113.6333,Hospitality Carnarvon
75,Kapaa,US,75.18,few clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
78,Chicama,PE,63.14,broken clouds,-7.8447,-79.1469,Balihai Bungalows
79,Punta Arenas,CL,51.91,broken clouds,-53.15,-70.9167,Hotel Hain
80,New Norfolk,AU,52.72,overcast clouds,-42.7826,147.0587,The Shingles Riverside Cottages
81,Eureka,US,57.36,overcast clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
82,Sao Joao Da Barra,BR,80.69,scattered clouds,-21.6403,-41.0511,Pousada Porto De Canoas
83,Jeremie,HT,80.55,scattered clouds,18.65,-74.1167,Auberge’Inn
84,Vangaindrano,MG,74.66,light rain,-23.35,47.6,Hotel Fanilo
85,Komsomolskiy,UZ,70.52,overcast clouds,40.4272,71.7189,Ikathouse
87,Manoel Urbano,BR,84.99,overcast clouds,-8.8389,-69.2597,Baixada Beira Rio
88,Fortuna,US,57.09,light rain,40.5982,-124.1573,Super 8 by Wyndham Fortuna
89,Souillac,MU,79.18,scattered clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
91,Dodge City,US,56.25,scattered clouds,37.7528,-100.0171,Windsor Inn & Suites
92,Umm Lajj,SA,85.87,overcast clouds,25.0213,37.2685,Moon light Furnished Units
93,Dwarka,IN,80.62,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
95,Dunedin,NZ,52.81,overcast clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
96,Belyy Yar,RU,48.09,light rain,53.6039,91.3903,Pasportnyy Stol
98,Mathbaria,BD,79.05,scattered clouds,22.2876,89.9593,Shikdar Hotel
99,Isangel,VU,78.3,overcast clouds,-19.55,169.2667,Tanna Lodge
100,Castro,BR,67.62,scattered clouds,-24.7911,-50.0119,CHACARA BAILLY
101,Torbay,CA,45.39,scattered clouds,47.6666,-52.7314,Gallows Cove
102,San Juan,AR,81.23,clear sky,-31.5375,-68.5364,Hotel Provincial
104,Khani,GE,67.57,broken clouds,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
106,Ancud,CL,55.22,overcast clouds,-41.8697,-73.8203,Hotel Arena Gruesa
107,Safford,US,84.11,clear sky,32.834,-109.7076,SpringHill Suites by Marriott Thatcher
110,Angers,FR,60.82,overcast clouds,47.4667,-0.55,Hôtel le Continental
111,Wanlaweyn,SO,82.62,overcast clouds,2.6185,44.8938,GAASHAAN HOME
112,Saurimo,AO,67.33,moderate rain,-9.6608,20.3916,Hotel Kawissa Saurimo
113,Namatanai,PG,80.4,light rain,-3.6667,152.4333,Seagulls Inn Namatani
115,Aljezur,PT,58.3,clear sky,37.3191,-8.8033,Amazigh Hostel
116,Lanxi,CN,52.45,overcast clouds,29.2195,119.477,Shangri-La Hotel
117,Port Alfred,ZA,60.19,scattered clouds,-33.5906,26.891,The Halyards Hotel
118,San Cristobal,VE,78.98,overcast clouds,7.7669,-72.225,Pirineos
119,Nikolskoye,RU,46.29,overcast clouds,59.7035,30.7861,Tourist House - Sablino
120,Nieuw Amsterdam,SR,82.56,few clouds,5.8833,-55.0833,Hotel Stardust
121,Guerrero Negro,MX,69.89,broken clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
122,Port Lincoln,AU,58.08,scattered clouds,-34.7333,135.8667,Port Lincoln Hotel
124,Bredasdorp,ZA,60.53,clear sky,-34.5322,20.0403,Bredasdorp Country Manor
125,Bilma,NE,84.99,few clouds,18.6853,12.9164,Expeditions Ténére voyages
128,Otane,NZ,57.0,broken clouds,-39.8833,176.6333,Ludlow Farmstay
129,Vestmannaeyjar,IS,47.39,clear sky,63.4427,-20.2734,Glamping & Camping
130,East London,ZA,65.34,light rain,-33.0153,27.9116,Tu Casa
131,Camacha,PT,60.22,broken clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
132,Batsfjord,NO,40.78,overcast clouds,70.6345,29.7185,Adventure Apartements
133,Cidreira,BR,70.99,overcast clouds,-30.1811,-50.2056,Hotel Castelo
134,Kaitangata,NZ,48.9,overcast clouds,-46.2817,169.8464,Kaitangata Motor Camp
135,Nepomuk,CZ,50.52,overcast clouds,49.4862,13.5823,Hotel U zeleného stromu
136,Touros,BR,84.15,overcast clouds,-5.1989,-35.4608,INN NEW HORIZON
138,Bluff,NZ,54.37,light rain,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
139,Newport,GB,55.11,few clouds,51.5877,-2.9984,ibis budget Newport
140,Paharpur,PK,86.13,broken clouds,32.1038,70.9724,salem .T. Hotal
141,Bengkulu,ID,75.24,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
142,Labuhan,ID,79.48,overcast clouds,-6.8844,112.2051,DoubleFAG
144,La Asuncion,VE,83.93,overcast clouds,11.0333,-63.8628,Colinas de Matasiete
145,Boyolangu,ID,76.24,overcast clouds,-8.1181,111.8935,Yos ega cv
146,Georgetown,MY,80.53,few clouds,5.4112,100.3354,Cititel Penang
148,Kamaishi,JP,45.52,broken clouds,39.2667,141.8833,Hotel Route Inn Kamaishi
149,Victoria,HK,70.25,overcast clouds,22.2855,114.1577,Mini Hotel Central
150,Codajas,BR,80.11,overcast clouds,-3.8367,-62.0569,Atlântic Hotel
152,Buta,CD,72.5,light rain,2.7858,24.73,HOTEL BISO NA BISO
153,Coquimbo,CL,61.25,few clouds,-29.9533,-71.3436,Hotel San Juan
155,Ponta Do Sol,PT,67.12,few clouds,32.6667,-17.1,Hotel do Campo
156,Mesimerion,GR,46.87,overcast clouds,40.412,23.0059,La casa de la madre
157,Nicholasville,US,46.56,overcast clouds,37.8806,-84.573,"Holiday Inn Express Lexington-SW (Nicholasville), an IHG Hotel"
158,Hami,CN,57.36,clear sky,42.8,93.45,Laoyutang Resort
161,Weiser,US,57.87,overcast clouds,44.251,-116.9693,The Colonial Motel
163,Hasaki,JP,52.2,overcast clouds,35.7333,140.8333,Inubosaki Kanko Hotel
164,Goderich,CA,46.9,overcast clouds,43.7501,-81.7165,Harmony Inn
166,San Rafael,AR,77.54,few clouds,-34.6177,-68.3301,Hotel San Rafael
168,Gwadar,PK,80.06,broken clouds,25.1216,62.3254,Sadaf Resort
169,Batemans Bay,AU,62.1,overcast clouds,-35.7167,150.1833,Batemans Bay Marina Resort
170,Bethel,US,53.44,clear sky,41.3712,-73.414,Courtyard by Marriott Danbury
171,Carlyle,US,51.12,overcast clouds,38.6103,-89.3726,Mariner's Village at Carlyle Lake
172,Watsa,CD,65.25,few clouds,3.0372,29.5355,Hôtel Le Pacifique
174,Tautira,PF,80.01,scattered clouds,-17.7333,-149.15,Pension Oaoa
175,Port-Gentil,GA,84.16,broken clouds,-0.7193,8.7815,Fengshui Residence
176,Olafsvik,IS,42.48,few clouds,64.8945,-23.7142,Hotel Olafsvik
177,Saldanha,ZA,64.45,clear sky,-33.0117,17.9442,Blue Bay Lodge
178,Springdale,US,58.55,clear sky,36.1867,-94.1288,Springdale Inn
179,Sur,OM,84.65,clear sky,22.5667,59.5289,Sur Plaza Hotel
180,Oudtshoorn,ZA,55.76,clear sky,-33.5907,22.2014,Earthbound Guest House
181,Santarem,BR,84.33,light rain,-2.4431,-54.7083,Hotel Imperador
183,Chuy,UY,70.63,few clouds,-33.6971,-53.4616,Nuevo Hotel Plaza
187,Ixtapa,MX,81.63,clear sky,20.7,-105.2,hotel la terminal
188,Salinas,US,63.82,clear sky,36.6777,-121.6555,Laurel Inn & Conference Center
190,Townsville,AU,70.68,clear sky,-19.25,146.8,Rydges Southbank Townsville
191,Lebu,CL,57.79,overcast clouds,-37.6167,-73.65,Hostal Las Lilas
192,Iquitos,PE,77.04,broken clouds,-3.7481,-73.2472,Cortez Malaga Techy Caroly
194,Davila,PH,76.98,scattered clouds,18.4726,120.5763,Blue Ridge Beach Resort
195,Ulaangom,MN,46.72,overcast clouds,49.9811,92.0667,Achit Nuur Hotel & Restaurant
196,Moree,AU,60.82,clear sky,-29.4667,149.85,Molika Springs Motel
197,Ridgecrest,US,84.02,scattered clouds,35.6225,-117.6709,SpringHill Suites by Marriott Ridgecrest
198,Coihaique,CL,59.61,scattered clouds,-45.5752,-72.0662,Diego De Almagro Coyhaique
199,Kavieng,PG,82.83,overcast clouds,-2.5744,150.7967,Nusa Island Retreat
200,Port Blair,IN,80.64,mist,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
201,Abu Dhabi,AE,80.62,clear sky,24.4667,54.3667,Beach Rotana
203,Filadelfia,US,49.21,overcast clouds,39.9523,-75.1638,"The Ritz-Carlton, Philadelphia"
205,Eyl,SO,82.45,clear sky,7.9803,49.8164,Amiin Hotel
207,Saint George,US,82.63,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
210,Pyapon,MM,81.68,clear sky,16.2833,95.6833,Aung Naing Thu Motel
211,Geraldton,AU,54.01,clear sky,-28.7667,114.6,Broadwater Mariner Resort
212,Itoman,JP,70.57,overcast clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
213,Sorland,NO,44.46,broken clouds,67.667,12.6934,Sjybrygga fiskecamp
214,Longkou,CN,51.24,clear sky,37.6508,120.3286,Pai Hotel Yantai Longkou City Heping Road
215,Buala,SB,80.26,overcast clouds,-8.145,159.5921,Maringe Lagoon Lodge
217,Kingori,TZ,67.23,broken clouds,-3.2833,36.9833,Rafiki Hostel
219,Cape Town,ZA,64.9,clear sky,-33.9258,18.4232,"Radisson Blu Hotel Waterfront, Cape Town"
220,Puerto Cabezas,NI,89.56,scattered clouds,14.0351,-83.3888,Cabaña Caribe
221,La Ronge,CA,41.22,overcast clouds,55.1001,-105.2842,Northland Motor Hotel
223,Caraballeda,VE,84.27,broken clouds,10.6112,-66.8522,Hotel 15 Letras
224,Carutapera,BR,82.31,overcast clouds,-1.195,-46.02,Lidera
225,Vung Tau,VN,81.86,broken clouds,10.346,107.0843,Seaside Resort
226,Chacabuco,AR,76.5,clear sky,-34.6417,-60.4739,Club de Pesca Caza y Balneario
227,Aksum,ET,70.83,few clouds,14.1245,38.7244,Remhai Hotel
229,Rafiganj,IN,87.94,clear sky,24.8167,84.65,Umesh sweets
231,Kiama,AU,66.58,overcast clouds,-34.6833,150.8667,The Sebel Kiama Harbourside
233,Hamilton,US,41.09,overcast clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
235,Yeppoon,AU,67.78,broken clouds,-23.1333,150.7333,Villa Mar Colina
239,Panorama,GR,44.11,overcast clouds,40.5878,23.0315,Panorama Hotel
240,Bow Island,CA,49.48,overcast clouds,49.8668,-111.3684,Silver Sage Motel
241,Betafo,MG,63.77,broken clouds,-19.8333,46.85,CHEZ MALALA
243,Rawson,AR,69.37,clear sky,-43.3002,-65.1023,Hosteria Sampedro
244,Owando,CG,75.58,light rain,-0.4819,15.8999,Exaunel Hotel Owando
245,Vila Franca Do Campo,PT,61.21,broken clouds,37.7167,-25.4333,Pestana Bahia Praia
247,Lucapa,AO,69.28,overcast clouds,-8.4192,20.7447,Residência Ulisses Dos Santos
249,Tiarei,PF,82.42,few clouds,-17.5333,-149.3333,Le Rocher de Tahiti
251,Langenhagen,DE,59.02,clear sky,52.45,9.75,Hotel Ambiente Langenhagen Hannover by Tulip Inn
252,Calbiga,PH,74.1,scattered clouds,11.6247,125.0164,Lola Rosa
253,Liverpool,GB,54.28,scattered clouds,53.4106,-2.9779,Premier Inn Liverpool City Centre (Moorfields) hotel
255,Noumea,NC,78.01,broken clouds,-22.2763,166.4572,Hôtel Le Lagon
257,Badarpur,IN,73.22,broken clouds,24.9,92.6,Rejauls home
259,Cayhagan,PH,78.53,clear sky,9.6697,122.4256,Melrose Beach Resort
260,Cap Malheureux,MU,79.47,broken clouds,-19.9842,57.6142,Pereybere Hotel & Spa
261,Haimen,CN,64.29,overcast clouds,23.1935,116.6142,Shantou Chaoyang Donghui Hotel
262,San Jose,US,67.48,broken clouds,37.3394,-121.895,The Westin San Jose
263,Rio Gallegos,AR,51.42,overcast clouds,-51.6226,-69.2181,Hotel Santa Cruz
264,Laguna,US,66.78,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
265,Derbent,RU,54.5,overcast clouds,42.0678,48.2899,Elit
266,Shieli,KZ,71.91,overcast clouds,44.1667,66.75,Gostinitsa Aybek Shieli
267,Farafangana,MG,75.65,broken clouds,-22.8167,47.8333,Miarina
268,Avanigadda,IN,83.26,scattered clouds,16.0215,80.9181,AP Camping
270,Tamale,GH,88.52,overcast clouds,9.4008,-0.8393,Tap Hotel
272,Neuquen,AR,71.49,clear sky,-38.9516,-68.0591,Hotel del Comahue
275,Charters Towers,AU,64.13,clear sky,-20.1,146.2667,Cattleman's Rest Motor Inn
276,Korla,CN,59.09,clear sky,41.7597,86.1469,Gulisitan Hotel
277,Winnemucca,US,66.25,clear sky,40.973,-117.7357,Winners Inn Casino
278,Dingle,PH,76.82,scattered clouds,10.9995,122.6711,SEGAYA PROPERTY
279,Erzurum,TR,47.88,overcast clouds,40.0,41.5,Saksi Koyu Muhtarligi
280,Constantine,DZ,60.21,clear sky,36.365,6.6147,Grand Hotel Cirta
282,Isla Del Bosque,MX,82.49,overcast clouds,22.7333,-105.85,San Luis potosi
283,Saint-Georges,GD,82.08,broken clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
286,Tatui,BR,69.98,overcast clouds,-23.3556,-47.8569,Hostel Brigadeiro Jordao
289,Sitka,US,44.49,scattered clouds,57.0531,-135.33,Westmark Sitka
290,Bam,IR,64.94,clear sky,29.106,58.357,Bam Tourist Hotel
291,Rio Grande,BR,77.11,broken clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
293,Nantucket,US,51.94,clear sky,41.2835,-70.0995,Jared Coffin House
294,Pisco,PE,68.05,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
296,Cuamba,MZ,68.59,clear sky,-14.8031,36.5372,Hotel Vision
297,Te Anau,NZ,52.66,overcast clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
298,Chatra,IN,79.84,clear sky,24.2167,84.8667,GOPI BHOJNALAY
299,La Macarena,CO,82.35,overcast clouds,2.1837,-73.7849,Hotel Punto Verde
300,Sao Filipe,CV,72.5,broken clouds,14.8961,-24.4956,Hotel Xaguate
301,Livingston,GB,52.11,few clouds,55.9029,-3.5226,Mercure Livingston Hotel
302,Narsaq,GL,43.02,overcast clouds,60.9167,-46.05,Sleep In Narsaq
303,Tateyama,JP,54.1,overcast clouds,34.9833,139.8667,Tateyama Seaside Hotel
304,Corinto,GR,52.9,overcast clouds,37.9407,22.9573,Ephira Hotel
306,Anqiu,CN,52.32,clear sky,36.4342,119.1925,Super 8 Anqiu Heping Road Coach Station
307,Saint-Michel-Des-Saints,CA,43.93,overcast clouds,46.6834,-73.9159,Motel Du Mont trinity
309,Chernyshkovskiy,RU,62.65,light rain,48.4219,42.2308,"The hotel ""Eugenia"""
310,Rorvik,NO,55.51,clear sky,64.8621,11.2373,Kysthotellet Rørvik AS
313,Presidencia Roque Saenz Pena,AR,77.47,clear sky,-26.7852,-60.4388,Hotel Gualok
315,Belchatow,PL,49.05,overcast clouds,51.3688,19.3567,"Santin. Hotel, restauracja"
316,Mount Isa,AU,62.37,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
318,Nushki,PK,71.87,overcast clouds,29.5542,66.0215,Shams hotel
319,Pascagoula,US,75.42,broken clouds,30.3658,-88.5561,Regency Inn
320,Bucerias,MX,82.38,clear sky,20.75,-105.3333,Royal Decameron Complex - Puerto Vallarta
321,Lagoa,PT,58.26,clear sky,39.05,-27.9833,Casa Das Faias
322,Nueva Gerona,CU,85.01,clear sky,21.8833,-82.8,Villa Gerona
324,Port Hardy,CA,42.8,light rain,50.6996,-127.4199,Airport Inn-Port Hardy
325,Marawi,PH,69.75,overcast clouds,7.9986,124.2928,Derogongan Residence
326,Kamina,CD,67.26,broken clouds,-8.7386,24.9906,Guest House Florvia
327,Hirara,JP,71.62,overcast clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
328,Kabansk,RU,45.59,broken clouds,52.0486,106.6528,Kaylas
330,Los Llanos De Aridane,ES,65.95,broken clouds,28.6585,-17.9182,Valle Aridane
331,Ponta Delgada,PT,61.52,broken clouds,37.7333,-25.6667,Vila Nova Hotel
332,Kanigiri,IN,84.49,few clouds,15.4,79.5167,COMFORT INN
335,Sultanpur,IN,88.83,clear sky,26.2667,82.0667,OYO 49568 Vrindavan Guest House
336,Mount Gambier,AU,49.91,broken clouds,-37.8333,140.7667,The Commodore
337,San Patricio,US,89.17,scattered clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
338,Portales,US,65.93,overcast clouds,34.1862,-103.3344,"Holiday Inn Express & Suites Portales, an IHG Hotel"
339,Plettenberg Bay,ZA,61.52,few clouds,-34.0527,23.3716,Thanda Vista B&B
340,Prado,BR,79.95,broken clouds,-17.3411,-39.2208,INN CORNER RIVER - PRADO - BAHIA - HOUSING AND HOTEL
342,Santiago De Chuco,PE,61.48,light rain,-8.15,-78.1833,Hostal San Cristóbal
343,Portland,US,55.42,moderate rain,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
